         1005618 function calls (987576 primitive calls) in 137.339 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 base.py:3750(_make_invalid_op)
        1    0.000    0.000    0.000    0.000 groupby.py:4378(NDArrayGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:4434(ArraySplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4444(FrameSplitter)
        1    0.000    0.000    0.000    0.000 common.py:80(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 common.py:84(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 common.py:88(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 __init__.py:14(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 __init__.py:20(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:30(ParserError)
        1    0.000    0.000    0.000    0.000 __init__.py:44(EmptyDataError)
        1    0.000    0.000    0.000    0.000 __init__.py:51(ParserWarning)
        1    0.000    0.000    0.000    0.000 dtypes.py:158(DatetimeTZDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:272(PeriodDtypeType)
        1    0.000    0.000    0.000    0.000 generic.py:57(_ABCGeneric)
        1    0.000    0.000    0.000    0.000 algorithms.py:1020(SelectNSeries)
        1    0.000    0.000    0.000    0.000 workbook.py:1658(WorksheetMeta)
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.isscalar}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_integer}
        1    0.000    0.000    0.000    0.000 parser.py:206(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:1174(_attr)
        1    0.000    0.000    0.000    0.000 parser.py:1167(_tzparser)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ssl.py:221(CertificateError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        8    0.000    0.000    0.000    0.000 __init__.py:231(u)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1448(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1451(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1454(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1457(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1467(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1472(RemoteDisconnected)
        2    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        2    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        2    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        2    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 __init__.py:292(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 __init__.py:350(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(NonExistentTimeError)
        2    0.000    0.000    0.000    0.000 lazy.py:87(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:140(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.000    0.000 core.py:6542(_frommethod)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 core.py:95(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:166(MAError)
        1    0.000    0.000    0.000    0.000 core.py:174(MaskError)
        3    0.000    0.000    0.000    0.000 core.py:802(__init__)
        1    0.000    0.000    0.000    0.000 core.py:793(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:836(_DomainSafeDivide)
        2    0.000    0.000    0.000    0.000 core.py:879(__init__)
        1    0.000    0.000    0.000    0.000 core.py:873(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:899(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:1121(_DomainedBinaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:1359(getmask)
        1    0.000    0.000    0.000    0.000 core.py:2381(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3361(shape)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 _datasource.py:138(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _iotools.py:464(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:472(ConverterLockError)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        2    0.000    0.000    0.000    0.000 index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:609(IndexExpression)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 utils.py:1212(_Dummy)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:476(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(CClass)
        1    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:569(format)
        1    0.000    0.000    0.000    0.000 argparse.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:637(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:648(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:887(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:958(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1005(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1146(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:378(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:393(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:599(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:641(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:949(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1008(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1101(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1574(RootLogger)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
       10    0.000    0.000    0.000    0.000 case.py:1316(_deprecate)
        2    0.000    0.000    0.000    0.000 arrayprint.py:440(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:953(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:960(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1132(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1234(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 numeric.py:83(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:2817(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1424(PosixPath)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 connection.py:564(SocketListener)
        1    0.000    0.000    0.000    0.000 connection.py:745(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:767(XmlListener)
        1    0.000    0.000    0.000    0.000 ipc.py:49(RecordBatchStreamReader)
        1    0.000    0.000    0.000    0.000 ipc.py:62(RecordBatchStreamWriter)
        1    0.000    0.000    0.000    0.000 ipc.py:93(RecordBatchFileWriter)
        1    0.000    0.000    0.000    0.000 parquet.py:175(_get_column_indices)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:138(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 process.py:115(_WorkItem)
        1    0.000    0.000    0.000    0.000 process.py:128(_CallItem)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 process.py:286(AuthenticationString)
        1    0.000    0.000    0.000    0.000 reduction.py:204(_C)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 compare.py:247(ProtoAssertions)
        1    0.000    0.000    0.000    0.000 mock.py:243(_SentinelObject)
        1    0.000    0.000    0.000    0.000 mock.py:303(_CallList)
        1    0.000    0.000    0.000    0.000 mock.py:348(_MockIter)
        1    0.000    0.000    0.000    0.000 mock.py:356(Base)
        1    0.000    0.000    0.000    0.000 mock.py:1016(Mock)
        1    0.000    0.000    0.000    0.000 mock.py:1968(__new__)
        1    0.000    0.000    0.000    0.000 benchmark.py:131(is_abstract)
        1    0.000    0.000    0.000    0.000 benchmark.py:189(is_abstract)
        1    0.000    0.000    0.000    0.000 timeline.py:32(AllocationMaximum)
        1    0.000    0.000    0.000    0.000 timeline.py:44(StepStatsAnalysis)
        1    0.000    0.000    0.000    0.000 flags.py:31(_FlagValues)
        1    0.000    0.000    0.000    0.000 gamma.py:259(GammaWithSoftplusConcentrationRate)
        1    0.000    0.000    0.000    0.000 laplace.py:209(LaplaceWithSoftplusScale)
        1    0.000    0.000    0.000    0.000 student_t.py:343(StudentTWithAbsDfSoftplusScale)
        1    0.000    0.000    0.000    0.000 distribution.py:52(_BaseDistribution)
        1    0.000    0.000    0.000    0.000 distribution.py:112(_DistributionMeta)
        2    0.000    0.000    0.000    0.000 distribution.py:200(__init__)
        1    0.000    0.000    0.000    0.000 beta.py:314(BetaWithSoftplusConcentration)
        1    0.000    0.000    0.000    0.000 image_ops_impl.py:684(ResizeMethod)
        1    0.000    0.000    0.000    0.000 feeding_functions.py:136(_OrderedDictNumpyFeedFn)
        1    0.000    0.000    0.000    0.000 feeding_functions.py:182(_PandasFeedFn)
        1    0.000    0.000    0.000    0.000 feeding_functions.py:223(_GeneratorFeedFn)
        1    0.000    0.000    0.000    0.000 pooling.py:299(AveragePooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:364(MaxPooling2D)
        1    0.000    0.000    0.000    0.000 pooling.py:511(AveragePooling3D)
        1    0.000    0.000    0.000    0.000 core.py:218(Dropout)
        1    0.000    0.000    0.000    0.000 feature_column.py:1454(_LazyBuilder)
        1    0.000    0.000    0.000    0.000 sync_replicas_optimizer.py:437(_SyncReplicasOptimizerHook)
        1    0.000    0.000    0.000    0.000 device_setter.py:59(_ReplicaDeviceChooser)
        1    0.000    0.000    0.000    0.000 optimizer.py:119(_DenseResourceVariableProcessor)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:308(LSTMStateTuple)
        1    0.000    0.000    0.000    0.000 run_config.py:100(TaskType)
        1    0.000    0.000    0.000    0.000 summary_iterator.py:277(_EventLoggerThread)
        1    0.000    0.000    0.000    0.000 session_manager.py:529(_CountDownTimer)
        1    0.000    0.000    0.000    0.000 gfile.py:46(FastGFile)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:475(StepCounterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:521(NanLossDuringTrainingError)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:663(GlobalStepWaiterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:736(FeedFnHook)
        1    0.000    0.000    0.000    0.000 saver.py:140(VariableSaveable)
        1    0.000    0.000    0.000    0.000 saver.py:157(ResourceVariableSaveable)
        1    0.000    0.000    0.000    0.000 type_checkers.py:165(UnicodeValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:193(Int32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:201(Uint32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:207(Int64ValueChecker)
        2    0.000    0.000    0.000    0.000 decoder.py:134(_SignedVarintDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:323(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:155(_ModifiedSizer)
        3    0.000    0.000    0.000    0.000 encoder.py:184(_FixedSizer)
        1    0.000    0.000    0.000    0.000 encoder.py:369(_VarintEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:384(_SignedVarintEncoder)
        2    0.000    0.000    0.000    0.000 encoder.py:425(_SimpleEncoder)
        1    0.000    0.000    0.000    0.000 wire_format.py:80(PackTag)
        1    0.000    0.000    0.000    0.000 text_format.py:73(Error)
        1    0.000    0.000    0.000    0.000 text_format.py:100(TextWriter)
        1    0.000    0.000    0.000    0.000 monitored_session.py:538(_CoordinatedSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:671(SingularMonitoredSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:872(_CoordinatedSession)
        1    0.000    0.000    0.000    0.000 json_format.py:85(ParseError)
        1    0.000    0.000    0.000    0.000 text_summary.py:83(TextSummaryPluginAsset)
        1    0.000    0.000    0.000    0.000 plugin_asset.py:110(PluginAsset)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:46(VarLenFeature)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:307(KeyValueTensorInitializer)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:354(TextFileIndex)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:359(TextFileInitializer)
        1    0.000    0.000    0.000    0.000 io_ops.py:388(FixedLengthRecordReader)
        1    0.000    0.000    0.000    0.000 io_ops.py:425(TFRecordReader)
        1    0.000    0.000    0.000    0.000 io_ops.py:450(LMDBReader)
        1    0.000    0.000    0.000    0.000 io_ops.py:469(IdentityReader)
        1    0.000    0.000    0.000    0.000 tf_record.py:27(TFRecordCompressionType)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:2156(RecordInput)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:649(FIFOQueue)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:697(PaddingFIFOQueue)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:762(PriorityQueue)
        1    0.000    0.000    0.000    0.000 session.py:330(_ListFetchMapper)
        1    0.000    0.000    0.000    0.000 session.py:361(_DictFetchMapper)
        1    0.000    0.000    0.000    0.000 sparse_ops.py:588(KeywordRequired)
        1    0.000    0.000    0.000    0.000 init_ops.py:84(Zeros)
        1    0.000    0.000    0.000    0.000 init_ops.py:99(Ones)
        1    0.000    0.000    0.000    0.000 init_ops.py:214(RandomUniform)
        1    0.000    0.000    0.000    0.000 init_ops.py:375(VarianceScaling)
        1    0.000    0.000    0.000    0.000 tf_should_use.py:39(_RefInfoField)
        1    0.000    0.000    0.000    0.000 function.py:42(Defun)
        1    0.000    0.000    0.000    0.000 function.py:188(Declare)
        2    0.000    0.000    0.000    0.000 math_ops.py:181(_decorator)
        2    0.000    0.000    0.000    0.000 math_ops.py:180(_set_doc)
        1    0.000    0.000    0.000    0.000 variables.py:980(PartitionedVariableIterator)
        1    0.000    0.000    0.000    0.000 op_def_library.py:210(_OpInfo)
        1    0.000    0.000    0.000    0.000 ops.py:1849(_set_call_cpp_shape_fn)
        1    0.000    0.000    0.000    0.000 ops.py:1866(RegisterShape)
        1    0.000    0.000    0.000    0.000 ops.py:1982(RegisterStatistics)
        1    0.000    0.000    0.000    0.000 ops.py:2081(_ScopedTF_Graph)
        5    0.000    0.000    0.000    0.000 dtypes.py:119(as_numpy_dtype)
        1    0.000    0.000    0.000    0.000 errors_impl.py:155(CancelledError)
        1    0.000    0.000    0.000    0.000 errors_impl.py:212(DeadlineExceededError)
        1    0.000    0.000    0.000    0.000 errors_impl.py:242(AlreadyExistsError)
        1    0.000    0.000    0.000    0.000 errors_impl.py:259(PermissionDeniedError)
        1    0.000    0.000    0.000    0.000 errors_impl.py:290(ResourceExhaustedError)
        1    0.000    0.000    0.000    0.000 errors_impl.py:305(FailedPreconditionError)
        1    0.000    0.000    0.000    0.000 errors_impl.py:321(AbortedError)
        6    0.000    0.000    0.000    0.000 cluster_pb2.py:5(<lambda>)
        2    0.000    0.000    0.000    0.000 rewriter_config_pb2.py:5(<lambda>)
        4    0.000    0.000    0.000    0.000 tensorflow_server_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 well_known_types.py:662(Struct)
        2    0.000    0.000    0.000    0.000 versions_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 message.py:39(Error)
        1    0.000    0.000    0.000    0.000 message.py:40(DecodeError)
        1    0.000    0.000    0.000    0.000 message.py:41(EncodeError)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 descriptor_pool.py:813(Default)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:36(Error)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:40(DescriptorDatabaseConflictingDefinitionError)
        1    0.000    0.000    0.000    0.000 well_known_types.py:58(Error)
        1    0.000    0.000    0.000    0.000 well_known_types.py:62(ParseError)
        1    0.000    0.000    0.000    0.000 descriptor.py:793(FileDescriptor)
        2    0.000    0.000    0.000    0.000 api_implementation.py:107(Type)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.StatSummarizer_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.EventsWriter_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.GRAPH_DEF_VERSION_MIN_PRODUCER_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.__compiler_version___swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_FLOAT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_INT32_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_INT16_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_COMPLEX64_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_BOOL_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_QINT32_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_RESOURCE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OK_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_UNKNOWN_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_NOT_FOUND_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_PERMISSION_DENIED_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ABORTED_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_UNIMPLEMENTED_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DATA_LOSS_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_FLOAT_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_TYPE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_SHAPE_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_FUNC_swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.WritableFile_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.FileStatistics_swigregister}
        1    0.000    0.000    0.000    0.000 descriptor.py:54(TypeTransformationError)
        1    0.000    0.000    0.000    0.000 descriptor.py:63(DescriptorMetaclass)
        1    0.000    0.000    0.000    0.000 python_api.py:159(ApproxMapping)
        1    0.000    0.000    0.000    0.000 python_api.py:190(ApproxSequencelike)
        1    0.000    0.000    0.000    0.000 testing.py:2120(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2406(SimpleMock)
        1    0.000    0.000    0.000    0.000 testing.py:2660(RNGContext)
        1    0.000    0.000    0.000    0.000 testing.py:2796(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 main.py:172(_ConfigDeprecated)
        1    0.000    0.000    0.000    0.000 reports.py:99(TestReport)
        1    0.000    0.000    0.000    0.000 reports.py:192(CollectErrorRepr)
        1    0.000    0.000    0.000    0.000 <attrs generated init d0953f964870ab554a805e987336f5985e203bd6>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 8c2abca92b7c032e89d591a1648e2ca708dc3bb8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 8c2abca92b7c032e89d591a1648e2ca708dc3bb8>:1(<module>)
        1    0.000    0.000    0.000    0.000 python.py:1364(FunctionDefinition)
        1    0.000    0.000    0.000    0.000 nodes.py:313(CollectError)
        1    0.000    0.000    0.000    0.000 nodes.py:370(File)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 8f19d8e518b09081eea4ef3b013e585a96b100ab>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 8f19d8e518b09081eea4ef3b013e585a96b100ab>:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:274(MarkGenerator)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 32a494bc188b1edae7278e01a511bafeffb7379d>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 721710629083a64c3662d4daaf5060d3ee971e8e>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 5fed9d995365fcb89e23a10183dca2a13b0fe5c8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq e4e07013de18f7483a7b878bce2cd22feb18a4ae>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 4c25af4e7b257c923c84f6bf45a709c5074d9926>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init e4e07013de18f7483a7b878bce2cd22feb18a4ae>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 2eb07b25ccc30724183aad20b0d1632b26d5830f>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 2eb07b25ccc30724183aad20b0d1632b26d5830f>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 72a8212010340f5fc50b192354cd991363256d33>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash 077d0a603618d09cdfb8a901352ae449af2c10f8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 72a8212010340f5fc50b192354cd991363256d33>:1(<module>)
        1    0.000    0.000    0.000    0.000 more.py:2014(run_length)
        1    0.000    0.000    0.000    0.000 code.py:603(TerminalRepr)
        1    0.000    0.000    0.000    0.000 code.py:622(ReprExceptionInfo)
        1    0.000    0.000    0.000    0.000 code.py:713(ReprFileLocation)
        1    0.000    0.000    0.000    0.000 code.py:728(ReprLocals)
        1    0.000    0.000    0.000    0.000 code.py:736(ReprFuncArgs)
        1    0.000    0.000    0.000    0.000 doctest.py:1728(UnexpectedException)
        1    0.000    0.000    0.000    0.000 doctest.py:2328(_DocTestSuite)
        1    0.000    0.000    0.000    0.000 fixtures.py:663(ScopeMismatchError)
        1    0.000    0.000    0.000    0.000 fixtures.py:692(FixtureLookupError)
        1    0.000    0.000    0.000    0.000 fixtures.py:746(FixtureLookupErrorRepr)
        3    0.000    0.000    0.000    0.000 fixtures.py:937(_ensure_immutable_ids)
        1    0.000    0.000    0.000    0.000 fixtures.py:1043(yield_fixture)
        1    0.000    0.000    0.000    0.000 pdb.py:123(_rstr)
        1    0.000    0.000    0.000    0.000 bdb.py:10(BdbQuit)
