         1005618 function calls (987576 primitive calls) in 137.339 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      223    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        1    0.000    0.000    0.003    0.003 __init__.py:1137(rc_params_from_file)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
       28    0.000    0.000    0.000    0.000 __init__.py:2321(_is_egg_path)
       36    0.000    0.000    0.000    0.000 __init__.py:2521(is_version_line)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(_sanity_check)
        1    0.000    0.000    0.024    0.024 type_check.py:3(<module>)
       23    0.000    0.000    0.001    0.000 __init__.py:1415(get_metadata_lines)
       82    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
       24    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        5    0.000    0.000    0.000    0.000 generic.py:1599(_create_indexer)
        1    0.000    0.000    0.000    0.000 range.py:22(RangeIndex)
       12    0.000    0.000    0.000    0.000 ops.py:1293(_comp_method_FRAME)
      151    0.000    0.000    0.000    0.000 ops.py:55(<lambda>)
        6    0.000    0.000    0.001    0.000 config.py:762(is_instance_factory)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        9    0.000    0.000    0.000    0.000 getlimits.py:518(min)
        1    0.000    0.000    0.001    0.001 process.py:44(<module>)
        1    0.000    0.000    0.006    0.006 parquet.py:64(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1731(<setcomp>)
        1    0.000    0.000    0.002    0.002 benchmark.py:16(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:18(<module>)
        1    0.000    0.000    0.000    0.000 losses.py:32(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:18(<module>)
        1    0.000    0.000    0.004    0.004 writer.py:15(<module>)
        1    0.000    0.000    0.004    0.004 meta_graph.py:16(<module>)
        1    0.000    0.000    0.000    0.000 check_ops.py:40(<module>)
       32    0.000    0.000    0.000    0.000 resource_variable_ops.py:411(_OverloadOperator)
        1    0.000    0.000    0.000    0.000 common_shapes.py:15(<module>)
      105    0.000    0.000    0.000    0.000 dtypes.py:282(__hash__)
       12    0.000    0.000    0.000    0.000 _make.py:622(add_repr)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 frame.py:36(SparseDataFrame)
        1    0.000    0.000    0.000    0.000 engines.py:3(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:3766(parseImpl)
        3    0.000    0.000    0.000    0.000 __init__.py:161(compare_versions)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.009    0.009 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        5    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
       26    0.000    0.000    0.000    0.000 array.py:45(_arith_method)
      132    0.000    0.000    0.000    0.000 ops.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 groupby.py:1720(BaseGrouper)
        1    0.000    0.000    0.000    0.000 chart.py:7(<module>)
        1    0.000    0.000    0.002    0.002 parser.py:29(<module>)
      101    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        2    0.000    0.000    0.000    0.000 __init__.py:1159(getLogger)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 numeric.py:2923(<listcomp>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.003    0.003 googletest.py:16(<module>)
        1    0.000    0.000    0.001    0.001 flags.py:16(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:15(<module>)
        1    0.000    0.000    0.000    0.000 feeding_functions.py:15(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_lib.py:15(<module>)
        1    0.000    0.000    0.000    0.000 core.py:20(<module>)
        1    0.000    0.000    0.001    0.001 builder_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base.py:21(<module>)
        1    0.000    0.000    0.000    0.000 spectral_ops.py:29(<module>)
        1    0.000    0.000    0.002    0.002 gen_linalg_ops.py:4(<module>)
        1    0.000    0.000    0.003    0.003 random_ops.py:15(<module>)
       23    0.000    0.000    0.000    0.000 decorator_utils.py:99(validate_callable)
        1    0.000    0.000    0.002    0.002 errors.py:15(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:31(<module>)
       62    0.000    0.000    0.000    0.000 _make.py:1160(<genexpr>)
        1    0.000    0.000    0.000    0.000 scope.py:3(<module>)
        1    0.000    0.000    0.000    0.000 path.py:1032(_define_deprecated_functions)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
       18    0.000    0.000    0.000    0.000 rcsetup.py:662(__call__)
        1    0.000    0.000    0.011    0.011 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.000    0.000 window.py:357(Window)
       18    0.000    0.000    0.000    0.000 _decorators.py:19(deprecate_kwarg)
        1    0.000    0.000    0.001    0.001 util.py:5(<module>)
        1    0.000    0.000    0.010    0.010 specifiers.py:4(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:1051(getargspec)
       50    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
        7    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       77    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 internals.py:74(Block)
        1    0.000    0.000    0.000    0.000 internals.py:2724(BlockManager)
        5    0.000    0.000    0.000    0.000 generic.py:6230(_doc_parms)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
      101    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       62    0.000    0.000    0.000    0.000 lazy.py:92(lazy)
       10    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        3    0.000    0.000    0.000    0.000 function_base.py:1912(__init__)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        8    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 evaluation.py:15(<module>)
        1    0.000    0.000    0.003    0.003 sets_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:15(<module>)
        1    0.000    0.000    0.032    0.032 metrics_impl.py:15(<module>)
        1    0.000    0.000    0.017    0.017 model_fn.py:16(<module>)
        1    0.000    0.000    0.000    0.000 gen_functional_ops.py:55(_InitOpDefLibrary)
        1    0.000    0.000    0.005    0.005 init_ops.py:31(<module>)
        1    0.000    0.000    0.002    0.002 linalg_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:16(<module>)
        1    0.000    0.000    0.000    0.000 op_def_library.py:16(<module>)
       16    0.000    0.000    0.000    0.000 tf_contextlib.py:25(contextmanager)
        1    0.000    0.000    0.000    0.000 ops.py:2093(Graph)
        1    0.000    0.000    0.001    0.001 compat.py:32(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:83(<listcomp>)
       22    0.000    0.000    0.000    0.000 hooks.py:37(setattr_hookspec_opts)
       18    0.000    0.000    0.000    0.000 _make.py:496(build_class)
        2    0.000    0.000    0.000    0.000 _make.py:1139(_add_cmp)
       14    0.000    0.000    0.000    0.000 _make.py:1156(_make_repr)
        1    0.000    0.000    0.000    0.000 plotting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:62(MPLPlot)
       44    0.000    0.000    0.000    0.000 colors.py:171(<genexpr>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3880(__init__)
        8    0.000    0.000    0.000    0.000 rcsetup.py:886(validate_animation_writer_path)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
       30    0.000    0.000    0.000    0.000 rcsetup.py:213(validate_int)
        7    0.000    0.000    0.000    0.000 nanops.py:81(__call__)
        1    0.000    0.000    0.000    0.000 imp.py:255(find_module)
        1    0.000    0.000    0.002    0.002 dist.py:5(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       25    0.000    0.000    0.000    0.000 inspect.py:2758(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
       28    0.000    0.000    0.001    0.000 __init__.py:2071(safe_listdir)
      5/1    0.000    0.000    0.000    0.000 copy.py:236(_deepcopy_dict)
       17    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
        9    0.000    0.000    0.000    0.000 contextlib.py:157(helper)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       32    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       44    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 frequencies.py:51(Resolution)
        7    0.000    0.000    0.000    0.000 offsets.py:191(__init__)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
      252    0.000    0.000    0.000    0.000 ops.py:66(<lambda>)
        1    0.000    0.000    0.000    0.000 common.py:19(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      101    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
       14    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 argparse.py:157(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1303(add_argument)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        1    0.000    0.000    0.002    0.002 profiler.py:16(<module>)
        1    0.000    0.000    0.000    0.000 laplace.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:15(<module>)
        1    0.000    0.000    0.000    0.000 distribution.py:233(Distribution)
        1    0.000    0.000    0.000    0.000 losses_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:15(<module>)
        1    0.000    0.000    0.002    0.002 training_ops.py:16(<module>)
        1    0.000    0.000    0.002    0.002 sdca_ops.py:20(<module>)
        1    0.000    0.000    0.033    0.033 metrics.py:44(<module>)
        1    0.000    0.000    0.000    0.000 wire_format.py:31(<module>)
        1    0.000    0.000    0.003    0.003 image_grad.py:15(<module>)
       19    0.000    0.000    0.000    0.000 init_ops.py:87(__init__)
        1    0.000    0.000    0.001    0.001 gen_control_flow_ops.py:4(<module>)
        1    0.000    0.000    0.000    0.000 variables.py:683(_OverloadAllOperators)
       39    0.000    0.000    0.000    0.000 symbol_database.py:97(RegisterFileDescriptor)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
        1    0.000    0.000    0.000    0.000 _make.py:1785(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
        6    0.000    0.000    0.000    0.000 excel.py:154(register_writer)
        1    0.000    0.000    0.003    0.003 eval.py:4(<module>)
        1    0.000    0.000    0.004    0.004 version.py:4(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
       28    0.000    0.000    0.000    0.000 __init__.py:2328(_is_unpacked_egg)
        4    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
       42    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
      108    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
